Date,Returns,Hidden_State
2014-01-03,-0.021965902516644986,0
2014-01-06,0.005453329134679441,0
2014-01-07,-0.007152006337460937,0
2014-01-08,0.0063332876410795436,0
2014-01-09,-0.012769985063928457,0
2014-01-10,-0.0066731162350154305,0
2014-01-13,0.005235545966961519,0
2014-01-14,0.019897962752540188,0
2014-01-15,0.020077327997038985,0
2014-01-16,-0.005580189473152863,0
2014-01-17,-0.0245017625795777,0
2014-01-21,0.015536165474882235,0
2014-01-22,0.00444399342021784,0
2014-01-23,0.008467595465547317,0
2014-01-24,-0.0181773336876746,0
2014-01-27,0.008112072077707255,0
2014-01-28,-0.07992688951337568,1
2014-01-29,-0.011352515632246152,0
2014-01-30,-0.0019372141656784914,0
2014-01-31,0.0016410485231270755,0
2014-02-03,0.0018573519352416135,0
2014-02-04,0.01447567582531395,0
2014-02-05,0.007469201317071628,0
2014-02-06,0.005828230784995503,0
2014-02-07,0.013990229371462659,0
2014-02-10,0.017915106770186817,0
2014-02-11,0.013176303156792413,0
2014-02-12,-7.531470093968817e-05,0
2014-02-13,0.01587960864399851,0
2014-02-14,-0.0008088430515827971,0
2014-02-18,0.003677259701176272,0
2014-02-19,-0.015787939019426656,0
2014-02-20,-0.011574739877173834,0
2014-02-21,-0.01110840287247028,0
2014-02-24,0.004379079845629352,0
2014-02-25,-0.010406553605268876,0
2014-02-26,-0.009021993155366337,0
2014-02-27,0.01994756933005304,0
2014-02-28,-0.0027097184850851663,0
2014-03-03,0.002888479687922052,0
2014-03-04,0.006594017953937215,0
2014-03-05,0.002107891586527133,0
2014-03-06,-0.003024129139020837,0
2014-03-07,-0.0005839247753011145,0
2014-03-10,0.0009046624191970665,0
2014-03-11,0.009738127720922973,0
2014-03-12,0.0009701965020980641,0
2014-03-13,-0.011106671548036462,0
2014-03-14,-0.011231875510310907,0
2014-03-17,0.003906794204578512,0
2014-03-18,0.008847116731022231,0
2014-03-19,-0.0002637375366776329,0
2014-03-20,-0.004818761639985958,0
2014-03-21,0.007887389797908595,0
2014-03-24,0.011860090583175165,0
2014-03-25,0.010757364634239375,0
2014-03-26,-0.009559438006520149,0
2014-03-27,-0.004298759302740485,0
2014-03-28,-0.0011160013021150883,0
2014-03-31,-0.00022363162979344153,0
2014-04-01,0.009147965185304807,0
2014-04-02,0.0016611645897974814,0
2014-04-03,-0.006930000455854457,0
2014-04-04,-0.012936415301819881,0
2014-04-07,-0.015700603189220952,0
2014-04-08,-5.762963927347098e-05,0
2014-04-09,0.013143815003329617,0
2014-04-10,-0.012897526135557835,0
2014-04-11,-0.00739278467388893,0
2014-04-14,0.003983419460156901,0
2014-04-15,-0.00713126490752769,0
2014-04-16,0.0020280027315136007,0
2014-04-17,0.011425065111022592,0
2014-04-21,0.011868363663944947,0
2014-04-22,0.0009978079037560317,0
2014-04-23,-0.013071473544766343,0
2014-04-24,0.0819821071633724,1
2014-04-25,0.007344416499962314,1
2014-04-28,0.038727751632101404,1
2014-04-29,-0.002962357937827176,0
2014-04-30,-0.0037818132331502996,0
2014-05-01,0.0023555045287655396,0
2014-05-02,0.0018599663688345647,0
2014-05-05,0.014141241760595058,0
2014-05-06,-0.010898601102989014,0
2014-05-07,-0.003499614327378331,0
2014-05-08,-0.0017824483121949841,0
2014-05-09,-0.0041671955532012195,0
2014-05-12,0.012450395112271417,0
2014-05-13,0.001568840120594217,0
2014-05-14,0.00018502032871237084,0
2014-05-15,-0.008503838742838998,0
2014-05-16,0.01475863177142056,0
2014-05-19,0.011849210675987987,0
2014-05-20,0.00019848051912707554,0
2014-05-21,0.0026459152409317177,0
2014-05-22,0.0015832395161838875,0
2014-05-23,0.011296863216913033,0
2014-05-27,0.018725205144840773,0
2014-05-28,-0.0025890847843001996,0
2014-05-29,0.01822066108616638,0
2014-05-30,-0.003745801254137593,0
2014-06-02,-0.006872192210319428,0
2014-06-03,0.01414156441014014,0
2014-06-04,0.011418987759444166,0
2014-06-05,0.003923679341727437,0
2014-06-06,-0.0027497812567397473,0
2014-06-09,0.01600102347549881,0
2014-06-10,0.005870352999844508,0
2014-06-11,-0.004138091260762922,0
2014-06-12,-0.016727069717228704,0
2014-06-13,-0.010943765851164078,0
2014-06-16,0.010078790298053475,0
2014-06-17,-0.001301605388587923,0
2014-06-18,0.001086226136283619,0
2014-06-19,-0.003471512114293529,0
2014-06-20,-0.01034154652402075,0
2014-06-23,-0.0008805268159398638,0
2014-06-24,-0.00605479015832977,0
2014-06-25,0.0008859987690190696,0
2014-06-26,0.005976157775557711,0
2014-06-27,0.011880738322930462,0
2014-06-30,0.010329095127050048,0
2014-07-01,0.006348515225644613,0
2014-07-02,-0.0004279300172544964,0
2014-07-03,0.005883702992811157,0
2014-07-07,0.020631383155642613,0
2014-07-08,-0.006460468984469614,0
2014-07-09,0.0004199901862778077,0
2014-07-10,-0.0036689149202995264,0
2014-07-11,0.0018938370469470112,0
2014-07-14,0.012917106841397352,0
2014-07-15,-0.011715731821726583,0
2014-07-16,-0.005665187380316183,0
2014-07-17,-0.017830789558111237,0
2014-07-18,0.014394841193103636,0
2014-07-21,-0.005189213880446575,0
2014-07-22,0.008303034388878583,0
2014-07-23,0.026077115678463603,0
2014-07-24,-0.0016461911856200384,0
2014-07-25,0.006595532987589525,0
2014-07-28,0.013822158248842698,0
2014-07-29,-0.006463159796410767,0
2014-07-30,-0.0023377429167095176,0
2014-07-31,-0.02598049337215902,0
2014-08-01,0.00554350728041908,0
2014-08-04,-0.005617362527181369,0
2014-08-05,-0.004916775129167994,0
2014-08-06,-0.0016819244696342217,0
2014-08-07,-0.00010561142942233648,0
2014-08-08,0.0027516693347942045,0
2014-08-11,0.013193746187269095,0
2014-08-12,-0.00020837187283684333,0
2014-08-13,0.013233337165224457,0
2014-08-14,0.002673746469390448,0
2014-08-15,0.004923120729433572,0
2014-08-18,0.012043454196654091,0
2014-08-19,0.013815819256256745,0
2014-08-20,0.00039783747467581065,0
2014-08-21,9.957002914662283e-05,0
2014-08-22,0.007357320912808385,0
2014-08-25,0.0021714285130052247,0
2014-08-26,-0.0064012970075987274,0
2014-08-27,0.01229032019313503,0
2014-08-28,0.0011752371182889298,0
2014-08-29,0.002445058164371794,0
2014-09-02,0.007804411593417271,0
2014-09-03,-0.04220698800367961,0
2014-09-04,-0.008287910077702576,0
2014-09-05,0.008662814395876017,0
2014-09-08,-0.0061633283316239185,0
2014-09-09,-0.003761512770747877,0
2014-09-10,0.030717207928270707,0
2014-09-11,0.0042573849958611465,0
2014-09-12,0.0022677143856073556,0
2014-09-15,-0.0002949128342787377,0
2014-09-16,-0.007576815476372456,0
2014-09-17,0.0071388423876812546,0
2014-09-18,0.002067375167787766,0
2014-09-19,-0.008154232797367489,0
2014-09-22,0.0009903147186316463,0
2014-09-23,0.015634601746976617,0
2014-09-24,-0.008671151262510057,0
2014-09-25,-0.038132529246519886,0
2014-09-26,0.02942651296906229,0
2014-09-29,-0.006352270531649329,0
2014-09-30,0.0063928798338301895,0
2014-10-01,-0.015583056898991421,0
2014-10-02,0.00725967867215771,0
2014-10-03,-0.002802942117089313,0
2014-10-06,0.0,0
2014-10-07,-0.008733500715681686,0
2014-10-08,0.02075982006180288,0
2014-10-09,0.002182630114677675,0
2014-10-10,-0.002870736366010429,0
2014-10-13,-0.009133462968660466,0
2014-10-14,-0.010620430364671307,0
2014-10-15,-0.012252801994814155,0
2014-10-16,-0.013122640408995467,0
2014-10-17,0.014647617072962582,0
2014-10-20,0.02139867778041271,0
2014-10-21,0.027165264901765296,0
2014-10-22,0.005074306283452401,0
2014-10-23,0.017865915444602365,0
2014-10-24,0.0037204859359785125,0
2014-10-27,-0.0010453897875541962,0
2014-10-28,0.015507375033190218,0
2014-10-29,0.005620861296042001,0
2014-10-30,-0.003353296341130352,0
2014-10-31,0.00953421047789993,0
2014-11-03,0.012963050294985345,0
2014-11-04,-0.0073126516219405024,0
2014-11-05,0.002393823038330911,0
2014-11-06,0.0028602559314090392,0
2014-11-07,0.002852019127220995,0
2014-11-10,-0.0016513244539917427,0
2014-11-11,0.007994089848331942,0
2014-11-12,0.014129398654936898,0
2014-11-13,0.014112326416909404,0
2014-11-14,0.01205479798543485,0
2014-11-17,-0.0016641774640847595,0
2014-11-18,0.012983552246870866,0
2014-11-19,-0.0069284032002095985,0
2014-11-20,0.014302180121898989,0
2014-11-21,0.0013757912906062764,0
2014-11-24,0.018545340064319626,0
2014-11-25,-0.008682585791207509,0
2014-11-26,0.011904754073785995,0
2014-11-28,-0.0005880182240145526,0
2014-12-01,-0.03245593520058443,0
2014-12-02,-0.003824065070431648,0
2014-12-03,0.01134107420815722,0
2014-12-04,-0.0037953266842828404,0
2014-12-05,-0.004242936192223379,0
2014-12-08,-0.022608569566439307,0
2014-12-09,0.015302268495329674,0
2014-12-10,-0.019014982009943893,0
2014-12-11,-0.0029476542608545264,0
2014-12-12,-0.016932356357925116,0
2014-12-15,-0.013670193787322371,0
2014-12-16,-0.013674537478645776,0
2014-12-17,0.02491809324125316,0
2014-12-18,0.029613366493093096,0
2014-12-19,-0.00772316018713215,0
2014-12-22,0.010377849310263088,0
2014-12-23,-0.0035419173051352004,0
2014-12-24,-0.004709378185805302,0
2014-12-26,0.017676911654961103,0
2014-12-29,-0.0007017076620731144,0
2014-12-30,-0.012202788171733814,0
2014-12-31,-0.019018543251545283,0
2015-01-02,-0.00951250504402057,0
2015-01-05,-0.028171873111946355,1
2015-01-06,9.432558782185296e-05,1
2015-01-07,0.014021963817496319,1
2015-01-08,0.03842220850700384,1
2015-01-09,0.001072623765403291,1
2015-01-12,-0.02464053654297349,1
2015-01-13,0.008878664596981833,1
2015-01-14,-0.003810635028895004,1
2015-01-15,-0.02714017511664102,1
2015-01-16,-0.007770429351847574,1
2015-01-20,0.025757293275983972,1
2015-01-21,0.007634397083360778,1
2015-01-22,0.026015641286550206,1
2015-01-23,0.005160071729264137,1
2015-01-26,0.0010618187417512637,1
2015-01-27,-0.0350133394029738,1
2015-01-28,0.05653330304955251,1
2015-01-29,0.031133523317456335,1
2015-01-30,-0.01463409097793067,0
2015-02-02,0.01254671150354758,0
2015-02-03,0.00016860163671839068,0
2015-02-04,0.007669755292108782,0
2015-02-05,0.007137329245616275,0
2015-02-06,-0.008420867791233522,0
2015-02-09,0.006642874754117178,0
2015-02-10,0.019211283427037484,0
2015-02-11,0.023438565077168905,0
2015-02-12,0.012652261589445324,0
2015-02-13,0.004902918224780617,0
2015-02-17,0.005901686393412708,0
2015-02-18,0.006962446457209559,0
2015-02-19,-0.0020978039570941354,0
2015-02-20,0.008174439770636033,0
2015-02-23,0.027027068123605114,0
2015-02-24,-0.006240488620268381,0
